time,dist
0,392.6
2,392.6
4,1301.6
6,1301.6
8.1,1699.6
10.1,1699.6
12.1,1587.2
14.1,1587.2
16.1,1150.8
18.1,1150.8
20.2,1232.5
22.2,1232.5
24.2,1006.7
26.2,1006.7
28.2,825.9
30.2,825.9
32.3,697.6
34.3,697.6
36.3,685.3
38.3,685.3
40.3,567.1
42.3,567.1
44.4,348.4
46.4,348.4
48.4,186
50.4,186
52.4,247.1
54.4,247.1
56.5,361
58.5,361
60.5,147
62.5,147
64.5,31.5
66.5,31.5
68.5,23.7
70.6,23.7
72.6,30.5
74.6,30.5
76.6,39.1
78.6,39.1
80.6,38.8
82.7,38.8
84.7,116.1
86.7,116.1
88.7,152.4
90.7,152.4
92.7,27.6
94.8,27.6
96.8,50.7
98.8,50.7
100.8,27.9
102.8,27.9
104.8,17.9
106.9,17.9
108.9,4.1
110.9,4.1
112.9,4.3
114.9,4.3
116.9,5.8
119,5.8
121,13.8
123,13.8
125,15.3
127,15.3
129,20.9
131.1,20.9
133.1,21.2
135.1,21.2
137.1,36.9
139.1,36.9
141.1,41.5
143.1,41.5
145.2,14.8
147.2,14.8
149.2,3.1
151.2,3.1
153.2,2.5
155.2,2.5
157.3,26.2
159.3,26.2
161.3,17.8
163.3,17.8
165.3,20.5
167.3,20.5
169.4,7.7
171.4,7.7
173.4,7.8
175.4,7.8
177.4,8
179.4,8
181.5,31.5
183.5,31.5
185.5,15.7
187.5,15.7
189.5,7.4
191.5,7.4
193.6,19.9
195.6,19.9
197.6,48.2
199.6,48.2
201.6,36.7
203.6,36.7
205.6,28.9
207.7,28.9
209.7,15.8
211.7,15.8
213.7,2.3
215.7,2.3
217.7,22.1
219.8,22.1
221.8,17.2
223.8,17.2
225.8,20.5
227.8,20.5
229.8,1.8
231.9,1.8
233.9,5.3
235.9,5.3
237.9,6.3
239.9,6.3
241.9,14.3
244,14.3
246,13.2
248,13.2
250,15.7
252,15.7
254,12.8
256.1,12.8
258.1,41.9
260.1,41.9
262.1,33.1
264.1,33.1
266.1,11.2
268.1,11.2
270.2,13.3
272.2,13.3
274.2,2.3
276.2,2.3
278.2,9.2
280.2,9.2
282.3,19.8
284.3,19.8
286.3,22.9
288.3,22.9
290.3,0.9
292.3,0.9
294.4,4.5
296.4,4.5
298.4,10.5
300.4,10.5
302.4,26.1
304.4,26.1
306.5,15.4
308.5,15.4
310.5,9.5
312.5,9.5
314.5,14.9
316.5,14.9
318.6,37.2
320.6,37.2
322.6,39
324.6,39
326.6,19.4
328.6,19.4
330.7,11.4
332.7,11.4
334.7,6.4
336.7,6.4
338.7,4
340.7,4
342.7,100.3
344.8,100.3
346.8,192.7
348.8,192.7
350.8,183.1
352.8,183.1
354.8,195.8
356.9,195.8
358.9,303.5
360.9,303.5
362.9,404.6
364.9,404.6
366.9,626.4
369,626.4
371,577.3
373,577.3
375,1106.6
377,1106.6
379,943
381.1,943
383.1,810.6
385.1,810.6
387.1,900.6
389.1,900.6
391.1,788.7
393.2,788.7
395.2,509.7
397.2,509.7
399.2,821.3
401.2,821.3
403.2,398.3
405.2,398.3
407.3,287.5
409.3,287.5
411.3,140.7
413.3,140.7
415.3,108.7
417.3,108.7
419.4,31.5
421.4,31.5
423.4,6.7
425.4,6.7
427.4,1.5
429.4,1.5
431.5,12.7
433.5,12.7
435.5,11.1
437.5,11.1
439.5,25.8
441.5,25.8
443.6,31.8
445.6,31.8
447.6,19.3
449.6,19.3
451.6,31
453.6,31
455.7,19.5
457.7,19.5
459.7,51.4
461.7,51.4
463.7,178.4
465.7,178.4
467.7,546.6
469.8,546.6
471.8,557.7
473.8,557.7
475.8,575.5
477.8,575.5
479.8,656.9
481.9,656.9
483.9,720.8
485.9,720.8
487.9,493.5
489.9,493.5
491.9,602.8
494,602.8
496,598.8
498,598.8
500,619.6
502,619.6
504,547.7
506.1,547.7
508.1,634.7
510.1,634.7
512.1,537.8
514.1,537.8
516.1,540.8
518.2,540.8
520.2,659.2
522.2,659.2
524.2,477.2
526.2,477.2
528.2,335.5
530.3,335.5
532.3,453.2
534.3,453.2
536.3,438.7
538.3,438.7
540.3,311.8
542.3,311.8
544.4,410.5
546.4,410.5
548.4,755
550.4,755
552.4,694.3
554.4,694.3
556.5,761.6
558.5,761.6
560.5,858.8
562.5,858.8
564.5,1134.8
566.5,1134.8
568.6,1126.2
570.6,1126.2
572.6,571.4
574.6,571.4
576.6,815.5
578.6,815.5
580.7,1143.8
582.7,1143.8
584.7,1564.5
586.7,1564.5
588.7,1652.5
590.7,1652.5
592.8,862.1
594.8,862.1
596.8,421.6
598.8,421.6
600.8,490.4
602.8,490.4
604.8,473.2
606.9,473.2
608.9,495.1
610.9,495.1
612.9,358.7
614.9,358.7
616.9,109.4
619,109.4
621,41
623,41
625,41.2
627,41.2
629,34.9
631.1,34.9
633.1,14.9
635.1,14.9
637.1,15.6
639.1,15.6
641.1,7.6
643.2,7.6
645.2,9
647.2,9
649.2,25.9
651.2,25.9
653.2,1.5
655.3,1.5
657.3,1.6
659.3,1.6
661.3,2.1
663.3,2.1
665.3,15.3
667.3,15.3
669.4,6.1
671.4,6.1
673.4,11.3
675.4,11.3
677.4,12.1
679.4,12.1
681.5,14.9
683.5,14.9
685.5,31.1
687.5,31.1
689.5,45.3
691.5,45.3
693.6,36.8
695.6,36.8
697.6,11.1
699.6,11.1
701.6,2.4
703.6,2.4
705.7,6.1
707.7,6.1
709.7,24.7
711.7,24.7
713.7,15.6
715.7,15.6
717.8,16.2
719.8,16.2
721.8,6.9
723.8,6.9
725.8,16.7
727.8,16.7
729.8,6.4
731.9,6.4
733.9,8.3
735.9,8.3
737.9,15
739.9,15
741.9,15.4
744,15.4
746,19.8
748,19.8
750,33.7
752,33.7
754,27.9
756.1,27.9
758.1,7.4
760.1,7.4
762.1,12.3
764.1,12.3
766.1,3.7
768.2,3.7
770.2,23.3
772.2,23.3
774.2,12
776.2,12
778.2,16.1
780.3,16.1
782.3,6.2
784.3,6.2
786.3,3.9
788.3,3.9
790.3,4
792.4,4
794.4,14.1
796.4,14.1
798.4,15.1
800.4,15.1
802.4,4
804.4,4
806.5,21.2
808.5,21.2
810.5,54.6
812.5,54.6
814.5,26.5
816.5,26.5
818.6,24
820.6,24
822.6,27.3
824.6,27.3
826.6,97.4
828.6,97.4
830.7,112.9
832.7,112.9
834.7,64.2
836.7,64.2
838.7,163.2
840.7,163.2
842.8,167
844.8,167
846.8,393.7
848.8,393.7
850.8,710.9
852.8,710.9
854.9,1056
856.9,1056
858.9,1544.3
860.9,1544.3
862.9,1218.9
864.9,1218.9
866.9,896.9
869,896.9
871,891.3
873,891.3
875,579.4
877,579.4
879,533.2
881.1,533.2
883.1,574.3
885.1,574.3
